"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"1471299","2015-04-13 07:18:42","1302326","2.5700","166","92","C","5","<p>Which of the following pairs of spinal nerves forms part of the Cauda Equina?</p>","<p>T12</p>","<p>L1</p>","<p>L2</p>","<p>All of the above</p>","<p>None of the above</p>","<p>L2-5, S1-5 and the coccygeal nerve all form the cauda equina (horses tail) at the base of the spinal cord.&nbsp;</p><p>&nbsp;</p><p>They all originate from the conus medullaris.&nbsp;</p><p>&nbsp;</p><p>Clinical significance: a lumbar puncture should be performed below this point e.g. between L3/L4 vertebrae to avoid damage to the spinal cord.&nbsp;</p>","Anatomy, Spine, Neurology, Case 14, neuroanatomy"
"1473017","2015-04-13 20:11:07","c1302922","3.1400","185","101","B","5","<p>Mr Greene comes into your surgery for a repeat prescription of his Citalopram which is being used to treat his depressive disorder. Which area of the brain contains increased activity in patients with depression?</p>","<p>Hippocampus</p>","<p>Amygdala&nbsp;</p>","<p>Midbrain</p>","<p>Cerebellum&nbsp;</p>","<p>Thalamus</p>","<p>The hippocampus is smaller in some depressed people.</p><p>The amygdala is the correct answer. It is is activated when remembering emotionally charged / frightening memories and has increased activity in depression.</p><p>The thalamus may have problems in patients with bipolar disorder as it allows the brain to see sensory inputs as pleasant or unpleasant.&nbsp;</p>","Depression, Neurology, Neuroscience, Case 12, Psychiatry"
"1473035","2015-04-13 20:22:14","c1302922","3.1800","191","102","C","5","<p>Which anti-depressant medication has a severe dietary reaction and should be used with care?</p>","<p>Amitriptyline</p><p>&nbsp;</p>","<p>Venlafaxine&nbsp;</p>","<p>Phenelzine&nbsp;</p>","<p>Lorazepam</p>","<p>Citalopram&nbsp;</p>","<p>A -Tricyclic Antidepressant (TCA)</p><p>B -&nbsp;Serotonin-Noradrenaline Reuptake Inhibitor (SNRI)</p><p>C -&nbsp;Phenelzine is a Monoamine Oxidase Inhibitor (MAOI) which can cause what is called the ""cheese reaction"" where Monoamine Oxidase in the gut wall and liver is inhibited in breaking down tyramine (found in cheese) which then reaches the bloodstream. This causes the release of noradrenaline from sympathetic nerves and can cause a potentially fatal increase in BP. Nb. Phenelzine is an example of an irreversible MAOI. Moclobemide is another example of an MAOI but it is reversible. These can also cause the ""cheese reaction"".&nbsp;</p><p>D - Benzodiazepine, used to treat short-term anxiety, not depression.</p><p>E -&nbsp;Selective Serotonin Reuptake Inhibitor (SSRI)</p>","Depression, Case 12, Pharmacology, Psychiatry, Antidepressants"
"1473042","2015-04-13 20:27:10","c1302922","3.0200","182","97","E","5","<p>In which endocrine disorder do 50% of patients have depression?</p>","<p>Diabetes Type I</p>","<p>Hypothyroidism</p>","<p>Addison's Disease</p>","<p>Diabetes Type II&nbsp;</p>","<p>Cushing's Syndrome</p>","<p>Cushing's syndrome is a disorder caused by hypercortisolism (high levels of cortisol in the blood).&nbsp;</p><p>~50% of patients with Cushing's syndrome have depression and this normally remits when cortisol levels are controlled.&nbsp;</p>","Adrenal Gland, Depression, Endocrine, Case 12"
"1473050","2015-04-13 20:32:42","1303682","2.8300","136","71","E","5","<p>Angiogenesis needs several vascular growth factors to take place, one of which in ANGII. In the presence of VEGF, what is the effect of ANGII?</p>","<p>Recruits Smooth Muscle</p>","<p>Recruit Periendothelial cells</p>","<p>Disrupts neovascularisation</p>","<p>Enhance extracellular matrix protein production</p>","<p>Promotes neovascularisation</p>","<p>Angiotensin II has opposite effects in the presence of VEGF. Case 1 Plenary C Dr Joshi (<a class=""enteredLink"" href=""https://prezi.com/ha-1fmvmvbph/healing/?utm_campaign=share&amp;utm_medium=copy)"" target=""_blank"">https://prezi.com/ha-1fmvmvbph/healing/?utm_campaign=share&amp;utm_medium=copy)</a></p><p>&nbsp;</p><p>A - this is the effect of PGDF</p><p>B - this is the effect of ANG I</p><p>C - this is the effect of ANG II without VEGF</p><p>D - this is the effect of TGF beta</p><p>E - Correct!</p><p>&nbsp;</p>","Year 1 Revision, Case 1"
"1473059","2015-04-13 20:41:05","c1302922","3.0200","177","95","B","5","<p>James is a patient with anxiety. You refer him to have some cognitive behaviour therapy. Which of these cognitive techniques is called ""Neutralising""?</p>","<p>Focussing attention away from distressing thoughts.&nbsp;</p>","<p>Rehearsing a reassuring response to reduce anxiety provoking thoughts.</p>","<p>Produce evidence that contradicts the patient's belief.</p>","<p>Construct a chart that shows the patient the extent of their responsibility.</p>","<p>Patient recording their pleasurable and mastery/achievement activities.&nbsp;</p>","<p>A - is distraction. This is done by attending to something in the immediate environment (e.g. objects in a shop window), engaging in a demanding mental activity (e.g. mental arithmetic) or producing a sudden sensory stimulus (e.g. snapping a rubber band on their wrist).</p><p>B - is neutralising. Patients may carry a prompt card.</p><p>C - is challenging beliefs. This is often not enough and the therapist should also attempt to reveal and change the illogical way of thinking.&nbsp;</p><p>D - is reassessing responsibility. The patient can see that less is completely dependent on them than they might think,</p><p>E - is recording activities. The patient is encouraged to take part in activities they recorded as pleasurable or mastery/achievement.&nbsp;</p>","Case 12, Psychiatry, Anxiety, CBT"
"1473111","2015-04-13 21:19:31","1303682","2.9700","140","76","B","5","<p>A 54 year old man visits you in clinic.&nbsp;He has chronic&nbsp;liver disease at stage 2. What best describes this stage:</p>","<p>Cirrhosis, scar tissue has irreversibly replaced healthy tissue</p>","<p>Reversible Inflammation</p>","<p>Alcoholic&nbsp;fatty infiltration</p>","<p>Non alcoholic&nbsp;fatty infiltration</p>","<p>Fibrosis, irreversible collagen deposition</p>","<p>There are 4 stages of liver disease</p><p>&nbsp;</p><p>Reversible fatty infiltration &gt; Reversible inflammation &gt; Irreversible fibrosis &gt; Irreversible Cirrhosis</p><p>&nbsp;</p><p>So Stage 2 is reversible&nbsp;inflammation.</p><p>&nbsp;</p><p>Case 3 Plenary E&nbsp;</p>","Gastroenterology, Gastrointestinal System, Case 3"
"1473124","2015-04-13 21:30:05","c1302922","3.0300","177","100","C","5","<p>Which of these different reactions to stress is an Adjustment Disorder?</p>","<p>Symptoms immediately after/within a few minutes of a traumatic stressor.</p>","<p>A disruption in the usually integrated functions of consciousness and cognition.</p>","<p>Feelings of being unable to cope which are out of proportion of the original stressor.</p>","<p>Precipitation of an existing mental illness.</p>","<p>Flashbacks, distress caused by internal/external cues that resemble the stressor, hallucinations and illusions.&nbsp;</p>","<p>A - Acute stress reaction</p><p>B - Dissociation&nbsp;</p><p>C - Correct, occur within 1-3 months of the stressor and usually resolve within 6 months. Mood and/or anxiety symptoms.&nbsp;</p><p>D -&nbsp;</p><p>E - PTSD</p>","Case 12, Psychiatry"
"1473138","2015-04-13 21:37:18","1303682","2.8300","129","65","C","5","<p>Flow of blood through Adam's vessels is the stimulus for endothelial derived relaxing factor release. Which of&nbsp;these is not a function of Adam's&nbsp;Nitric Oxide:</p>","<p>Decreased Smooth Muscle contraction</p>","<p>Decreased endothelium production</p>","<p>Decreased HDL oxidation</p>","<p>Decreased monocyte adhesion</p>","<p>Decreased platelet aggregation</p>","<p>Functions of endothelial derived Nitric Oxide:</p><p>Decreased smooth muscle contraction</p><p>Decreased smooth muscle proliferation</p><p>Decreased platelet aggregation</p><p><strong>Decreased LDL oxidation (not HDL)</strong></p><p>Decreased endothelium production</p><p>Decreased monocyte and platelet adhesion</p><p>Decreased expression of adhesion molecules</p><p>&nbsp;</p><p>Case 4 Plenary A Slide 8</p>","Haematology, Case 3"
"1473200","2015-04-13 22:11:51","1303682","3.0600","142","71","C","5","<p>A&nbsp;76 year old man Alfred visits his GP with a productive cough. He also has shortness of breath which worsens lying down and bilateral basal lung crackles. What colour is his sputum most likely to be?</p>","<p>Green</p>","<p>Black specs</p>","<p>Pink frothy</p>","<p>Rusty red</p>","<p>Blood</p>","<p>A - Green - cellular material from an infection</p><p>B - Black specs - carbon from the air, can be normal</p><p><strong>C - Pink frothy - sign of pulmonary oedema</strong></p><p>D - Rust red - sign of lobar pneumonia</p><p>E - Blood - sign of TB, cancer, COPD, acute infection</p><p>Case 5 Plenary A</p><p>&nbsp;</p><p>Symptom of Pulmonary oedema are SOB, PND and Orthopnoea.</p>","Respiratory, Year 1 Revision, Case 5"
"1473220","2015-04-13 22:23:32","1300463","3.1600","185","102","C","5","<p>Interstitial Cells of Cajal are most associated with which of the following functions?</p>","<p>Alteration of inotropy in the heart</p><p>&nbsp;</p><p>&nbsp;</p>","<p>Alteration of lung compliance</p>","<p>Bowel motility</p>","<p>Production of oxytocin in the posterior pituitary gland (neurohypophysis)</p>","<p>Secretion of Gastrin in the bowel</p>","<p>ICCs are intermediate cells in the GI tract between neurons (of the myenteric plexus) and smooth muscle. &nbsp;They form part of the <strong>SIP Syncytium</strong>, which includes&nbsp;<strong>S</strong>mooth muscle cells,&nbsp;<strong>I</strong>CCs and&nbsp;<strong>P</strong>DGFR-alpha<sup>+</sup> cells.&nbsp;&nbsp;They have a pacemaker activity due to slow cyclical release of Ca<sup>2+</sup> from intracellular stores, resulting in depolarisations - these depolarisations are called&nbsp;<strong>Slow Waves&nbsp;</strong>when they are transmitted into the smooth muscle cells via gap junctions. &nbsp;Slow waves may or may not result in contraction of the muscle (due to a spike potential), it is dependent upon their amplitude and frequency, factors which are modulated by neuronal, endocrine and paracrine activity. &nbsp;</p>","Abdomen, Case 11, Gastrointestinal System, Physiology"
"1473266","2015-04-13 22:45:53","1303682","2.9500","181","107","E","5","<p>Which structure is not derived from the ectoderm?</p>","<p>CNS</p>","<p>Enamel of teeth</p>","<p>Adrenal medulla</p>","<p>Posterior Pituitary Gland</p>","<p>Adrenal cortex</p>","<p>Adrenal cortex is derived from the mesoderm.</p><p>&nbsp;</p><p>Case 7 Plenary 2</p>","Embryology, Pregnancy, Case 7"
"1473269","2015-04-13 22:46:00","1300463","3.2900","196","98","B","5","<p>A young patient comes into the A&amp;E department with suspected Hirschsprung's disease. &nbsp;What deficit are they likely to have?</p>","<p>An aganglionic segment of bowel, resulting in an inability of the smooth muscle to contract, thus causing an apparent obstruction due to lack of bowel motility.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","<p>An aganglionic segment of bowel, resulting in an inability of the smooth muscle to relax, thus causing bowel obstruction.</p>","<p>A patent ductus arteriosum, resulting in mixing of blood from the right and left sides of the heart causing systemic blood to have less than full oxygenation.</p>","<p>A small, blind-ended pouch of bowel exists in the ileum, within two feet of the ileocaecal junction.</p>","<p>The duodenum is not patent, resulting in an obstruction in the upper gastrointestinal tract.</p>","<p>Hirschsprung's disease is a congenital anomaly as described in B. &nbsp;</p><p>&nbsp;</p><p>D is Meckel's diverticulum (the most common malformation of the GI tract), while E refers to duodenal atresia.</p>","Abdomen, Birth Defects, Embryology, Case 11, Gastrointestinal System"
"1473306","2015-04-13 22:57:48","1303682","2.1800","183","103","A","5","<p>A 23 year old primigravida is in her 42nd week. Which reason is most unlikely for her delay:</p>","<p>Small baby</p>","<p>Breech position</p>","<p>Gestational diabetes</p>","<p>Polyhydraminos</p>","<p>Multiple births</p>","<p>A - Correct, a small baby can lead to an early birth</p><p>&nbsp;</p><p>Breech birth, Polyhydraminos and Multiple births can cause delay</p><p>Gestational diabetes can cause a larger baby</p><p>&nbsp;</p><p>Case 8</p>","Parturition, Pregnancy, Case 8"
"1473338","2015-04-13 23:15:28","1303682","2.8400","175","95","C","5","<p>A mother brings her&nbsp;child to the GP. Her 3 year old niece who visited at the weekend now&nbsp;has measles with a fever. She wants her son, aged&nbsp;5 months, vaccinated today. What is your response?</p>","<p>Measles is only contagious when the rash appears</p>","<p>Her&nbsp;son will have to wait till he is 6 months so his antibodies have developed</p>","<p>Her&nbsp;son will have to be 12 months old</p>","<p>Her son will have to be 8 months old</p>","<p>Measles is not contagious before&nbsp;the fever&nbsp;appears</p>","<p>MMR Vaccine given at 12 months.</p><p>&nbsp;</p><p>Measles can be contagious before the rash appears.</p><p>&nbsp;</p><p>Case 9</p>","Case 9, Vaccination, Vaccinations"
